rmse val_rmse epochs
0.00009913 0.00441578 0.00000000
0.00009912 0.00441921 1.00000000
0.00009912 0.00442053 2.00000000
0.00009911 0.00442176 3.00000000
0.00009911 0.00442304 4.00000000
0.00009911 0.00442451 5.00000000
0.00009911 0.00442636 6.00000000
0.00009910 0.00442879 7.00000000
0.00009910 0.00443206 8.00000000
0.00009909 0.00443637 9.00000000
