rmse val_rmse epochs
0.00060310 0.43741784 0.00000000
0.00060295 0.43700917 1.00000000
0.00060287 0.43684156 2.00000000
0.00060287 0.43679340 3.00000000
0.00060286 0.43676155 4.00000000
0.00060286 0.43670988 5.00000000
0.00060284 0.43661784 6.00000000
0.00060281 0.43647532 7.00000000
0.00060276 0.43626366 8.00000000
0.00060269 0.43595808 9.00000000
