rmse val_rmse epochs
0.00000000 0.00140602 0.00000000
0.01741647 0.01648636 1.00000000
0.00000001 0.00140643 2.00000000
0.00000001 0.00140587 3.00000000
0.00000001 0.00140686 4.00000000
0.00000000 0.00140656 5.00000000
0.00000000 0.00140604 6.00000000
0.00000000 0.00140603 7.00000000
0.00000000 0.00140605 8.00000000
0.00000000 0.00140605 9.00000000
