rmse val_rmse epochs
0.00000000 0.00574900 0.00000000
0.00918759 0.01828743 1.00000000
0.00000041 0.00574932 2.00000000
0.00000026 0.00573306 3.00000000
0.00000001 0.00575350 4.00000000
0.00000001 0.00575459 5.00000000
0.00000000 0.00575001 6.00000000
0.00000000 0.00574829 7.00000000
0.00000000 0.00574959 8.00000000
0.00000000 0.00574961 9.00000000
